# a  alpha_K  alpha_B  alpha_M  alpha_T
4.058368692501831410e-01 9.624617149999999954e-01 2.446261520000000134e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.140518795852464740e-01 1.009212840000000000e+00 2.565087509999999793e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.224336018160892436e-01 1.057076069999999923e+00 2.686740129999999893e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.309845656829475180e-01 1.106287199999999915e+00 2.811818660000000025e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.397086194336075615e-01 1.156987109999999985e+00 2.940681179999999895e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.486092667792698219e-01 1.209256789999999970e+00 3.073533529999999958e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.576900823537783936e-01 1.263139130000000110e+00 3.210484739999999726e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.669547131492481351e-01 1.318652149999999912e+00 3.351580610000000071e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.764068799807510968e-01 1.375796859999999899e+00 3.496823680000000212e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.860503789806522312e-01 1.434561750000000080e+00 3.646184720000000268e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.958890831231928531e-01 1.494925360000000092e+00 3.799609190000000081e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.059269437799356339e-01 1.556857659999999921e+00 3.957020760000000137e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.161679923066948561e-01 1.620320779999999905e+00 4.118323150000000044e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.266163416625893046e-01 1.685269370000000100e+00 4.283401139999999940e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.372767253383254893e-01 1.751650839999999931e+00 4.452121030000000257e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.481523608112632839e-01 1.819405469999999969e+00 4.624331039999999837e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.592481425167887821e-01 1.888466549999999966e+00 4.799861630000000212e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.705685266877207340e-01 1.958760550000000045e+00 4.978525890000000120e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.821180597606067098e-01 2.030207330000000088e+00 5.160120129999999916e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.939013802016392951e-01 2.102720409999999873e+00 5.344424540000000112e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.059232203695349428e-01 2.176207289999999794e+00 5.531204050000000372e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.181884084161192172e-01 2.250569880000000023e+00 5.720209330000000092e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.307018702253864850e-01 2.325704949999999993e+00 5.911178009999999983e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.434686313918079881e-01 2.401504679999999947e+00 6.103836019999999696e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.564938192386866600e-01 2.477857209999999810e+00 6.297899049999999832e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.697826648773670399e-01 2.554647280000000187e+00 6.493074199999999685e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.833405053081285097e-01 2.631756960000000145e+00 6.689061670000000515e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.971734827367390697e-01 2.709066299999999927e+00 6.885556630000000400e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.112857721810077472e-01 2.786454120000000145e+00 7.082251040000000497e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.256837246894781712e-01 2.863798730000000070e+00 7.278835630000000112e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.403731226964301859e-01 2.940978729999999874e+00 7.475001829999999847e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.553598656850393223e-01 3.017873729999999810e+00 7.670443660000000330e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.706499725566979819e-01 3.094365139999999847e+00 7.864859699999999787e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.862495840482964793e-01 3.170336859999999923e+00 8.057954870000000325e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.021649651984359419e-01 3.245676000000000005e+00 8.249442209999999776e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.184025078635616124e-01 3.320273499999999878e+00 8.439044549999999978e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.349687332850284083e-01 3.394024739999999873e+00 8.626495979999999619e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.518702947081300270e-01 3.466830100000000137e+00 8.811543290000000139e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.691139800541418658e-01 3.538595429999999986e+00 8.993947180000000374e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.867076013536105972e-01 3.609232469999999804e+00 9.173483310000000168e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.046564686478943962e-01 3.678659189999999857e+00 9.349943229999999605e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.229686595864730059e-01 3.746800100000000189e+00 9.523135059999999763e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.416515286206520452e-01 3.813586459999999789e+00 9.692884029999999651e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.607125790716352087e-01 3.878956370000000042e+00 9.859032869999999615e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.801594661439715361e-01 3.942854909999999879e+00 1.002144200000000041e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.005234119999999898e+00 1.017998940000000019e+00 0.000000000000000000e+00 0.000000000000000000e+00
